method,sample_id,split,dataset,budget,dense_correct,dense_reliant,eligible_interventions,answer_fidelity,intervention_pass,intervention_answer_fidelity,legacy_flip_safe,reference_safe,combined_gold_safe,safety_pattern_64_128_256_432,minimum_observed_safe_budget,monotonic
fastv,mmstar_000916,test,mmstar,64,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000916,test,mmstar,128,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000916,test,mmstar,256,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000916,test,mmstar,432,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000921,test,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000921,test,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000921,test,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000921,test,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000931,test,mmstar,64,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000931,test,mmstar,128,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000931,test,mmstar,256,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000931,test,mmstar,432,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000935,test,mmstar,64,False,True,gray,True,True,True,True,True,,1111,64,True
fastv,mmstar_000935,test,mmstar,128,False,True,gray,True,True,True,True,True,,1111,64,True
fastv,mmstar_000935,test,mmstar,256,False,True,gray,True,True,True,True,True,,1111,64,True
fastv,mmstar_000935,test,mmstar,432,False,True,gray,True,True,True,True,True,,1111,64,True
fastv,mmstar_000949,validation,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000949,validation,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000949,validation,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000949,validation,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000955,test,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000955,test,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000955,test,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000955,test,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000956,validation,mmstar,64,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000956,validation,mmstar,128,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000956,validation,mmstar,256,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000956,validation,mmstar,432,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000961,test,mmstar,64,False,True,irrelevant,True,True,True,True,True,,1111,64,True
fastv,mmstar_000961,test,mmstar,128,False,True,irrelevant,True,True,True,True,True,,1111,64,True
fastv,mmstar_000961,test,mmstar,256,False,True,irrelevant,True,True,True,True,True,,1111,64,True
fastv,mmstar_000961,test,mmstar,432,False,True,irrelevant,True,True,True,True,True,,1111,64,True
fastv,mmstar_000965,test,mmstar,64,False,True,blur|irrelevant,True,False,False,False,False,,0011,256,True
fastv,mmstar_000965,test,mmstar,128,False,True,blur|irrelevant,True,False,False,False,False,,0011,256,True
fastv,mmstar_000965,test,mmstar,256,False,True,blur|irrelevant,True,True,True,True,True,,0011,256,True
fastv,mmstar_000965,test,mmstar,432,False,True,blur|irrelevant,True,True,True,True,True,,0011,256,True
fastv,mmstar_000966,test,mmstar,64,False,True,gray|blur|irrelevant,False,False,False,False,False,,0001,432,True
fastv,mmstar_000966,test,mmstar,128,False,True,gray|blur|irrelevant,True,False,False,False,False,,0001,432,True
fastv,mmstar_000966,test,mmstar,256,False,True,gray|blur|irrelevant,True,False,False,False,False,,0001,432,True
fastv,mmstar_000966,test,mmstar,432,False,True,gray|blur|irrelevant,True,True,True,True,True,,0001,432,True
fastv,mmstar_000968,validation,mmstar,64,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000968,validation,mmstar,128,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000968,validation,mmstar,256,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000968,validation,mmstar,432,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000973,test,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000973,test,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000973,test,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000973,test,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000977,validation,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000977,validation,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000977,validation,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000977,validation,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000980,test,mmstar,64,True,True,gray|blur,False,False,True,False,False,False,0001,432,True
fastv,mmstar_000980,test,mmstar,128,True,True,gray|blur,False,False,True,False,False,False,0001,432,True
fastv,mmstar_000980,test,mmstar,256,True,True,gray|blur,False,False,True,False,False,False,0001,432,True
fastv,mmstar_000980,test,mmstar,432,True,True,gray|blur,True,True,True,True,True,True,0001,432,True
fastv,mmstar_000981,test,mmstar,64,False,True,gray|blur|irrelevant,True,False,False,False,False,,0001,432,True
fastv,mmstar_000981,test,mmstar,128,False,True,gray|blur|irrelevant,False,False,False,False,False,,0001,432,True
fastv,mmstar_000981,test,mmstar,256,False,True,gray|blur|irrelevant,True,False,False,False,False,,0001,432,True
fastv,mmstar_000981,test,mmstar,432,False,True,gray|blur|irrelevant,True,True,True,True,True,,0001,432,True
fastv,mmstar_000982,validation,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000982,validation,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000982,validation,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000982,validation,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000983,validation,mmstar,64,False,True,gray|irrelevant,False,False,False,False,False,,0100,128,False
fastv,mmstar_000983,validation,mmstar,128,False,True,gray|irrelevant,True,True,True,True,True,,0100,128,False
fastv,mmstar_000983,validation,mmstar,256,False,True,gray|irrelevant,True,True,False,True,False,,0100,128,False
fastv,mmstar_000983,validation,mmstar,432,False,True,gray|irrelevant,True,True,False,True,False,,0100,128,False
fastv,mmstar_000984,test,mmstar,64,False,True,blur,True,False,False,False,False,,0011,256,True
fastv,mmstar_000984,test,mmstar,128,False,True,blur,True,False,False,False,False,,0011,256,True
fastv,mmstar_000984,test,mmstar,256,False,True,blur,True,True,True,True,True,,0011,256,True
fastv,mmstar_000984,test,mmstar,432,False,True,blur,True,True,True,True,True,,0011,256,True
fastv,mmstar_000985,validation,mmstar,64,False,True,gray,True,True,True,True,True,,1111,64,True
fastv,mmstar_000985,validation,mmstar,128,False,True,gray,True,True,True,True,True,,1111,64,True
fastv,mmstar_000985,validation,mmstar,256,False,True,gray,True,True,True,True,True,,1111,64,True
fastv,mmstar_000985,validation,mmstar,432,False,True,gray,True,True,True,True,True,,1111,64,True
fastv,mmstar_000986,test,mmstar,64,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_000986,test,mmstar,128,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_000986,test,mmstar,256,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_000986,test,mmstar,432,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_000989,test,mmstar,64,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000989,test,mmstar,128,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000989,test,mmstar,256,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000989,test,mmstar,432,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000992,test,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000992,test,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000992,test,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000992,test,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_000999,validation,mmstar,64,False,True,gray,False,True,True,False,False,,0111,128,True
fastv,mmstar_000999,validation,mmstar,128,False,True,gray,True,True,True,True,True,,0111,128,True
fastv,mmstar_000999,validation,mmstar,256,False,True,gray,True,True,True,True,True,,0111,128,True
fastv,mmstar_000999,validation,mmstar,432,False,True,gray,True,True,True,True,True,,0111,128,True
fastv,mmstar_001008,test,mmstar,64,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001008,test,mmstar,128,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001008,test,mmstar,256,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001008,test,mmstar,432,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001009,test,mmstar,64,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001009,test,mmstar,128,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001009,test,mmstar,256,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001009,test,mmstar,432,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001011,test,mmstar,64,False,True,gray|blur|irrelevant,False,False,True,False,False,,0011,256,True
fastv,mmstar_001011,test,mmstar,128,False,True,gray|blur|irrelevant,False,False,True,False,False,,0011,256,True
fastv,mmstar_001011,test,mmstar,256,False,True,gray|blur|irrelevant,True,True,True,True,True,,0011,256,True
fastv,mmstar_001011,test,mmstar,432,False,True,gray|blur|irrelevant,True,True,True,True,True,,0011,256,True
fastv,mmstar_001013,test,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001013,test,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001013,test,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001013,test,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001014,validation,mmstar,64,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001014,validation,mmstar,128,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001014,validation,mmstar,256,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001014,validation,mmstar,432,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001015,test,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001015,test,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001015,test,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001015,test,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001023,test,mmstar,64,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_001023,test,mmstar,128,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_001023,test,mmstar,256,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_001023,test,mmstar,432,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_001028,test,mmstar,64,False,True,irrelevant,True,False,False,False,False,,0001,432,True
fastv,mmstar_001028,test,mmstar,128,False,True,irrelevant,True,False,False,False,False,,0001,432,True
fastv,mmstar_001028,test,mmstar,256,False,True,irrelevant,True,True,False,True,False,,0001,432,True
fastv,mmstar_001028,test,mmstar,432,False,True,irrelevant,True,True,True,True,True,,0001,432,True
fastv,mmstar_001030,validation,mmstar,64,False,True,gray|blur|irrelevant,True,True,True,True,True,,1111,64,True
fastv,mmstar_001030,validation,mmstar,128,False,True,gray|blur|irrelevant,True,True,True,True,True,,1111,64,True
fastv,mmstar_001030,validation,mmstar,256,False,True,gray|blur|irrelevant,True,True,True,True,True,,1111,64,True
fastv,mmstar_001030,validation,mmstar,432,False,True,gray|blur|irrelevant,True,True,True,True,True,,1111,64,True
fastv,mmstar_001033,test,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001033,test,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001033,test,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001033,test,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001034,test,mmstar,64,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001034,test,mmstar,128,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001034,test,mmstar,256,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001034,test,mmstar,432,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001042,test,mmstar,64,False,True,irrelevant,True,False,False,False,False,,0111,128,True
fastv,mmstar_001042,test,mmstar,128,False,True,irrelevant,True,True,True,True,True,,0111,128,True
fastv,mmstar_001042,test,mmstar,256,False,True,irrelevant,True,True,True,True,True,,0111,128,True
fastv,mmstar_001042,test,mmstar,432,False,True,irrelevant,True,True,True,True,True,,0111,128,True
fastv,mmstar_001043,test,mmstar,64,False,True,irrelevant,True,True,True,True,True,,1111,64,True
fastv,mmstar_001043,test,mmstar,128,False,True,irrelevant,True,True,True,True,True,,1111,64,True
fastv,mmstar_001043,test,mmstar,256,False,True,irrelevant,True,True,True,True,True,,1111,64,True
fastv,mmstar_001043,test,mmstar,432,False,True,irrelevant,True,True,True,True,True,,1111,64,True
fastv,mmstar_001046,test,mmstar,64,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_001046,test,mmstar,128,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_001046,test,mmstar,256,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_001046,test,mmstar,432,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_001047,test,mmstar,64,False,True,gray|blur|irrelevant,True,True,True,True,True,,1111,64,True
fastv,mmstar_001047,test,mmstar,128,False,True,gray|blur|irrelevant,True,True,True,True,True,,1111,64,True
fastv,mmstar_001047,test,mmstar,256,False,True,gray|blur|irrelevant,True,True,True,True,True,,1111,64,True
fastv,mmstar_001047,test,mmstar,432,False,True,gray|blur|irrelevant,True,True,True,True,True,,1111,64,True
fastv,mmstar_001051,validation,mmstar,64,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001051,validation,mmstar,128,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001051,validation,mmstar,256,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001051,validation,mmstar,432,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001053,test,mmstar,64,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001053,test,mmstar,128,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001053,test,mmstar,256,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001053,test,mmstar,432,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001057,test,mmstar,64,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001057,test,mmstar,128,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001057,test,mmstar,256,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001057,test,mmstar,432,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001058,test,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001058,test,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001058,test,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001058,test,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001062,test,mmstar,64,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_001062,test,mmstar,128,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_001062,test,mmstar,256,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_001062,test,mmstar,432,True,True,gray|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_001063,test,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001063,test,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001063,test,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001063,test,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001067,test,mmstar,64,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001067,test,mmstar,128,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001067,test,mmstar,256,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001067,test,mmstar,432,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001071,test,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001071,test,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001071,test,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001071,test,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001074,test,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001074,test,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001074,test,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001074,test,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001075,test,mmstar,64,False,True,gray,True,False,False,False,False,,0111,128,True
fastv,mmstar_001075,test,mmstar,128,False,True,gray,True,True,True,True,True,,0111,128,True
fastv,mmstar_001075,test,mmstar,256,False,True,gray,True,True,True,True,True,,0111,128,True
fastv,mmstar_001075,test,mmstar,432,False,True,gray,True,True,True,True,True,,0111,128,True
fastv,mmstar_001084,validation,mmstar,64,False,True,gray|blur|irrelevant,False,False,True,False,False,,0011,256,True
fastv,mmstar_001084,validation,mmstar,128,False,True,gray|blur|irrelevant,False,True,True,False,False,,0011,256,True
fastv,mmstar_001084,validation,mmstar,256,False,True,gray|blur|irrelevant,True,True,True,True,True,,0011,256,True
fastv,mmstar_001084,validation,mmstar,432,False,True,gray|blur|irrelevant,True,True,True,True,True,,0011,256,True
fastv,mmstar_001085,validation,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001085,validation,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001085,validation,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001085,validation,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001086,test,mmstar,64,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001086,test,mmstar,128,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001086,test,mmstar,256,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001086,test,mmstar,432,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001089,test,mmstar,64,True,True,blur,True,False,False,False,False,False,0000,full,True
fastv,mmstar_001089,test,mmstar,128,True,True,blur,True,False,False,False,False,False,0000,full,True
fastv,mmstar_001089,test,mmstar,256,True,True,blur,True,False,False,False,False,False,0000,full,True
fastv,mmstar_001089,test,mmstar,432,True,True,blur,True,False,False,False,False,False,0000,full,True
fastv,mmstar_001093,validation,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001093,validation,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001093,validation,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001093,validation,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001095,test,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001095,test,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001095,test,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001095,test,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001099,test,mmstar,64,False,True,gray|blur|irrelevant,False,True,True,False,False,,0011,256,True
fastv,mmstar_001099,test,mmstar,128,False,True,gray|blur|irrelevant,False,True,True,False,False,,0011,256,True
fastv,mmstar_001099,test,mmstar,256,False,True,gray|blur|irrelevant,True,True,True,True,True,,0011,256,True
fastv,mmstar_001099,test,mmstar,432,False,True,gray|blur|irrelevant,True,True,True,True,True,,0011,256,True
fastv,mmstar_001101,test,mmstar,64,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_001101,test,mmstar,128,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_001101,test,mmstar,256,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_001101,test,mmstar,432,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_001102,validation,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001102,validation,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001102,validation,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001102,validation,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001109,validation,mmstar,64,False,True,irrelevant,True,True,True,True,True,,1111,64,True
fastv,mmstar_001109,validation,mmstar,128,False,True,irrelevant,True,True,True,True,True,,1111,64,True
fastv,mmstar_001109,validation,mmstar,256,False,True,irrelevant,True,True,True,True,True,,1111,64,True
fastv,mmstar_001109,validation,mmstar,432,False,True,irrelevant,True,True,True,True,True,,1111,64,True
fastv,mmstar_001111,test,mmstar,64,False,True,gray|blur,True,False,False,False,False,,0000,full,True
fastv,mmstar_001111,test,mmstar,128,False,True,gray|blur,True,False,False,False,False,,0000,full,True
fastv,mmstar_001111,test,mmstar,256,False,True,gray|blur,True,False,False,False,False,,0000,full,True
fastv,mmstar_001111,test,mmstar,432,False,True,gray|blur,True,False,False,False,False,,0000,full,True
fastv,mmstar_001113,validation,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001113,validation,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001113,validation,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001113,validation,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001119,test,mmstar,64,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001119,test,mmstar,128,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001119,test,mmstar,256,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001119,test,mmstar,432,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001128,validation,mmstar,64,False,False,,True,True,True,True,True,,1101,64,False
fastv,mmstar_001128,validation,mmstar,128,False,False,,True,True,True,True,True,,1101,64,False
fastv,mmstar_001128,validation,mmstar,256,False,False,,False,True,True,False,False,,1101,64,False
fastv,mmstar_001128,validation,mmstar,432,False,False,,True,True,True,True,True,,1101,64,False
fastv,mmstar_001136,test,mmstar,64,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001136,test,mmstar,128,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001136,test,mmstar,256,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001136,test,mmstar,432,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001141,test,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001141,test,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001141,test,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001141,test,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001153,test,mmstar,64,False,False,,False,True,True,False,False,,0111,128,True
fastv,mmstar_001153,test,mmstar,128,False,False,,True,True,True,True,True,,0111,128,True
fastv,mmstar_001153,test,mmstar,256,False,False,,True,True,True,True,True,,0111,128,True
fastv,mmstar_001153,test,mmstar,432,False,False,,True,True,True,True,True,,0111,128,True
fastv,mmstar_001154,test,mmstar,64,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_001154,test,mmstar,128,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_001154,test,mmstar,256,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_001154,test,mmstar,432,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_001158,test,mmstar,64,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001158,test,mmstar,128,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001158,test,mmstar,256,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001158,test,mmstar,432,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001162,test,mmstar,64,False,True,gray|blur|irrelevant,False,True,True,False,False,,0111,128,True
fastv,mmstar_001162,test,mmstar,128,False,True,gray|blur|irrelevant,True,True,True,True,True,,0111,128,True
fastv,mmstar_001162,test,mmstar,256,False,True,gray|blur|irrelevant,True,True,True,True,True,,0111,128,True
fastv,mmstar_001162,test,mmstar,432,False,True,gray|blur|irrelevant,True,True,True,True,True,,0111,128,True
fastv,mmstar_001167,test,mmstar,64,True,True,irrelevant,True,False,False,False,False,False,0011,256,True
fastv,mmstar_001167,test,mmstar,128,True,True,irrelevant,True,False,False,False,False,False,0011,256,True
fastv,mmstar_001167,test,mmstar,256,True,True,irrelevant,True,True,True,True,True,True,0011,256,True
fastv,mmstar_001167,test,mmstar,432,True,True,irrelevant,True,True,True,True,True,True,0011,256,True
fastv,mmstar_001170,test,mmstar,64,True,True,irrelevant,True,False,False,False,False,False,0001,432,True
fastv,mmstar_001170,test,mmstar,128,True,True,irrelevant,True,False,False,False,False,False,0001,432,True
fastv,mmstar_001170,test,mmstar,256,True,True,irrelevant,True,False,False,False,False,False,0001,432,True
fastv,mmstar_001170,test,mmstar,432,True,True,irrelevant,True,True,True,True,True,True,0001,432,True
fastv,mmstar_001176,validation,mmstar,64,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001176,validation,mmstar,128,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001176,validation,mmstar,256,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001176,validation,mmstar,432,False,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001178,test,mmstar,64,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_001178,test,mmstar,128,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_001178,test,mmstar,256,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_001178,test,mmstar,432,True,True,gray|blur|irrelevant,True,True,True,True,True,True,1111,64,True
fastv,mmstar_001180,test,mmstar,64,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001180,test,mmstar,128,True,False,,True,True,True,True,True,,1111,64,True
fastv,mmstar_001180,test,mmstar,256,True,False,,True,True,True,True,True,,1111,64,True
