dataset,dense_gpu_energy_joule,gpu_energy_joule,latency_ms,method,model,provenance,sample_id,seed,selected_budget,supported_correct,task_correct,unsafe_acceptance
visual_counterfact_size,58.692480918169025,51.33096197009086,137.30719999875873,random,13b,prospective,visual_counterfact_size_000545,2101,dense,True,True,False
mmstar,81.83218984603882,73.9340071439743,195.31117100268602,random,13b,development,mmstar_000488,2101,dense,False,False,False
mmstar,60.78104694485665,52.53188630104065,143.12237000558525,random,13b,prospective,mmstar_000089,2101,dense,True,True,False
mmstar,62.658662095069886,86.32964393258095,236.19279799459036,random,13b,development,mmstar_000252,2101,dense,False,False,False
mmstar,59.45139627575874,74.6322242963314,208.50057899951935,random,13b,prospective,mmstar_000092,2101,dense,False,False,False
visual_counterfact_size,84.583439245224,59.44359481573106,196.22646199422888,random,13b,development,visual_counterfact_size_000645,2101,dense,True,True,False
mmstar,64.07655845761299,43.23569914340973,143.64986500004306,random,13b,development,mmstar_001028,2101,dense,False,False,False
pope_popular,59.50404752254486,41.273196291923526,141.4486069988925,random,13b,prospective,pope_popular_001272,2101,432,False,True,False
visual_counterfact_color,61.470476441383354,40.10818197250366,137.31468899641186,random,13b,development,visual_counterfact_color_000128,2101,432,True,True,False
mmstar,60.238116044998165,42.704420679807654,142.60658599960152,random,13b,prospective,mmstar_001467,2101,dense,False,False,False
mmstar,57.90009854316712,46.301954119205476,139.2573189950781,random,13b,prospective,mmstar_000495,2101,dense,False,False,False
visual_counterfact_color,56.44240274906158,57.395303931236256,159.888841008069,random,13b,prospective,visual_counterfact_color_000024,2101,432,True,True,False
pope_adversarial,50.97067649364472,56.2007791507244,145.81413300766144,random,13b,development,pope_adversarial_000342,2101,432,True,True,False
visual_counterfact_color,49.782755827903756,56.28595157146454,138.46658800321165,random,13b,prospective,visual_counterfact_color_000341,2101,432,True,True,False
visual_counterfact_color,46.634671074151996,128.66084894657135,358.8020669994876,random,13b,development,visual_counterfact_color_000162,2101,432,True,True,False
visual_counterfact_color,52.66635611057282,49.97693006157875,149.85261199763045,random,13b,prospective,visual_counterfact_color_000049,2101,432,True,True,False
pope_adversarial,51.94071769356728,46.394627872705456,139.18732000456657,random,13b,prospective,pope_adversarial_001038,2101,432,False,True,True
mmstar,53.85094253540039,47.50807266235351,140.84566400561016,random,13b,prospective,mmstar_000428,2101,dense,False,False,False
mmstar,122.74002037882805,47.16721602082252,137.2422499989625,random,13b,prospective,mmstar_000012,2101,dense,True,True,False
pope_popular,46.81332528591156,50.7674674987793,140.1790409872774,random,13b,development,pope_popular_000596,2101,432,True,True,False
pope_adversarial,48.560448632240295,56.40864962339401,153.0485800030874,random,13b,prospective,pope_adversarial_001854,2101,432,False,False,False
visual_counterfact_size,131.248894636631,78.04508144259452,207.69521700276528,random,13b,development,visual_counterfact_size_000108,2101,dense,True,True,False
pope_random,45.69455281615257,52.63270576119423,142.32554800400976,random,13b,prospective,pope_random_002400,2101,432,True,True,False
pope_popular,45.468454048633575,51.484142911434176,140.09245099441614,random,13b,development,pope_popular_000276,2101,432,True,True,False
pope_random,46.94174250245094,50.29739994764328,136.46861800225452,random,13b,development,pope_random_000749,2101,432,False,True,False
mmstar,49.94773244857788,54.866210765838616,141.9962520012632,random,13b,development,mmstar_001180,2101,dense,False,True,False
visual_counterfact_color,52.41806683063507,55.01860448122024,146.28771800198592,random,13b,development,visual_counterfact_color_000444,2101,432,True,True,False
visual_counterfact_color,55.050669314861295,55.991647572517394,148.17733901145402,random,13b,development,visual_counterfact_color_000342,2101,432,True,True,False
pope_adversarial,58.84364987969398,53.64619867324829,137.51619700633455,random,13b,development,pope_adversarial_000334,2101,432,True,True,False
pope_random,61.178125691413875,58.08195470809937,137.4224679893814,random,13b,development,pope_random_000570,2101,432,True,True,False
visual_counterfact_color,64.21496885061264,59.608144750595095,144.97922200825997,random,13b,development,visual_counterfact_color_000303,2101,432,True,True,False
visual_counterfact_size,80.24060791254044,72.50492756605149,181.88082800770644,random,13b,development,visual_counterfact_size_000287,2101,dense,True,True,False
mmstar,67.18086072206498,55.49699572324753,142.53746600297745,random,13b,development,mmstar_000533,2101,dense,False,False,False
mmstar,60.849088120460515,134.5844348549843,364.2235610022908,random,13b,development,mmstar_001254,2101,dense,False,True,False
visual_counterfact_size,71.20229690551757,56.89362267971039,169.9162089935271,random,13b,development,visual_counterfact_size_000218,2101,dense,True,True,False
visual_counterfact_color,68.1447199845314,46.95177493214607,144.44096700754017,random,13b,prospective,visual_counterfact_color_000071,2101,432,True,True,False
mmstar,306.9790137314796,260.1379080593586,720.1017469924409,random,13b,development,mmstar_000787,2101,dense,False,False,False
mmstar,56.5990575671196,55.6586997628212,139.88277399039362,random,13b,prospective,mmstar_001490,2101,dense,False,False,False
mmstar,65.07804435491562,70.69526250004768,178.19321500428487,random,13b,prospective,mmstar_000589,2101,dense,True,True,False
mmstar,58.55698961019516,54.983982636928566,141.80361400940455,random,13b,development,mmstar_000903,2101,dense,False,False,False
mmstar,57.92466726064682,51.033871655464175,134.29732000804506,random,13b,prospective,mmstar_000597,2101,dense,False,False,False
visual_counterfact_color,54.37556581258774,52.44040557861328,156.32308699423447,random,13b,development,visual_counterfact_color_000464,2101,432,True,True,False
mmstar,53.070798774957666,49.81111936092377,156.14343900233507,random,13b,development,mmstar_001008,2101,dense,False,True,False
pope_popular,51.29344410300255,106.23760074138643,363.1647919974057,random,13b,prospective,pope_popular_002430,2101,432,True,True,False
mmstar,58.15503087043763,45.484172013998034,162.434444995597,random,13b,development,mmstar_000714,2101,dense,True,True,False
pope_popular,47.69844830393791,64.03969334244728,240.95380000653677,random,13b,development,pope_popular_000581,2101,432,False,True,False
mmstar,75.46153681516647,60.493955856561655,220.79164399474394,random,13b,development,mmstar_000568,2101,dense,False,False,False
visual_counterfact_size,71.6000432896614,87.96500900268555,276.69324800081085,random,13b,development,visual_counterfact_size_000275,2101,dense,True,True,False
pope_random,57.685160983800884,45.272027224302285,145.8880029967986,random,13b,prospective,pope_random_001278,2101,432,True,True,False
mmstar,59.47576376080513,49.08547655940056,141.50096700177528,random,13b,development,mmstar_001459,2101,dense,False,False,False
pope_adversarial,65.72769665718079,53.61112599372864,144.25044899689965,random,13b,prospective,pope_adversarial_002790,2101,432,True,True,False
visual_counterfact_size,67.49446421861649,193.8420583510399,606.2085400044452,random,13b,prospective,visual_counterfact_size_000049,2101,dense,True,True,False
pope_random,58.751446169614795,39.97393144369125,141.05941200978123,random,13b,prospective,pope_random_000876,2101,432,True,True,False
pope_popular,60.93633830070495,42.470641705989834,141.87874300114345,random,13b,development,pope_popular_000588,2101,432,True,True,False
mmstar,142.38638589143753,42.53882825016975,141.66174600541126,random,13b,development,mmstar_000201,2101,dense,False,True,False
mmstar,45.56718053102493,42.44017790675163,139.13643099658657,random,13b,prospective,mmstar_000166,2101,dense,False,True,False
mmstar,45.68338384628296,47.21363242149353,145.43894700182136,random,13b,prospective,mmstar_000757,2101,dense,False,False,False
mmstar,47.00820484638214,59.85674571633339,166.31843599316198,random,13b,prospective,mmstar_000207,2101,dense,False,True,False
pope_random,47.0928682076931,59.65299582481384,151.38047600339632,random,13b,development,pope_random_000033,2101,432,False,True,False
mmstar,85.53141161322594,94.78538908720016,240.44694501208141,random,13b,development,mmstar_000096,2101,dense,False,True,False
visual_counterfact_color,62.52201066970825,57.31119174957276,147.35365800152067,random,13b,development,visual_counterfact_color_000405,2101,432,True,True,False
mmstar,103.93803161382675,57.522751791477205,145.3589079901576,random,13b,development,mmstar_001233,2101,432,False,False,False
mmstar,55.6725629889965,57.85851652622223,145.57622600113973,random,13b,development,mmstar_001273,2101,dense,False,False,False
mmstar,65.99240640401841,60.19753133535385,151.06560999993235,random,13b,prospective,mmstar_000438,2101,dense,False,False,False
pope_random,55.152032643556595,59.862793600559236,149.50956600659993,random,13b,development,pope_random_000540,2101,432,True,True,False
visual_counterfact_size,60.671566092967986,65.63137265324592,163.60111300309654,random,13b,prospective,visual_counterfact_size_000064,2101,dense,False,False,False
pope_popular,47.4875947189331,54.74018995046615,137.5684469967382,random,13b,prospective,pope_popular_001369,2101,432,False,True,False
mmstar,173.91686151623728,207.05089698672293,533.3622780017322,random,13b,development,mmstar_000977,2101,dense,False,False,False
mmstar,55.93824709892273,65.23222065925599,171.58360299072228,random,13b,prospective,mmstar_001470,2101,dense,False,True,False
mmstar,55.02804592847824,54.32981750488281,137.52995799586643,random,13b,prospective,mmstar_001261,2101,dense,False,True,False
pope_random,48.08445924758911,54.877414972782134,140.68659499753267,random,13b,development,pope_random_000152,2101,432,True,True,False
mmstar,146.02214745044708,105.90274937868118,277.84648700617254,random,13b,development,mmstar_001328,2101,dense,False,False,False
mmstar,147.43563639640809,282.2667206454277,878.8764190103393,random,13b,prospective,mmstar_001122,2101,dense,False,False,False
pope_popular,50.323631334304814,38.64044185519218,142.66037500055972,random,13b,development,pope_popular_000455,2101,432,False,True,False
visual_counterfact_size,65.065875787735,43.837488586902616,160.99748900160193,random,13b,prospective,visual_counterfact_size_000015,2101,dense,False,False,False
pope_popular,55.790500841140755,45.460755209922795,138.7044849980157,random,13b,prospective,pope_popular_002425,2101,432,True,True,False
pope_popular,57.75775142908097,50.049343906641006,138.3319790038513,random,13b,development,pope_popular_000334,2101,432,True,True,False
pope_adversarial,58.85202603936196,55.22011241793632,144.104470993625,random,13b,development,pope_adversarial_000165,2101,432,False,True,False
pope_popular,56.28686361670495,55.31990140080451,139.58881600410677,random,13b,prospective,pope_popular_001086,2101,432,True,True,False
visual_counterfact_size,76.67224549531936,74.81980635881423,188.36623198876623,random,13b,development,visual_counterfact_size_000364,2101,dense,True,True,False
pope_random,64.87524208545685,64.14442515492439,164.12283800309524,random,13b,prospective,pope_random_002766,2101,432,True,True,False
visual_counterfact_color,62.340109095573425,55.8063688158989,147.42472700891085,random,13b,development,visual_counterfact_color_000004,2101,432,True,True,False
pope_random,56.13935513257981,50.812712481021876,139.6101760037709,random,13b,prospective,pope_random_001520,2101,432,True,True,False
mmstar,207.7327307200432,196.32844784736633,523.3821290021297,random,13b,development,mmstar_001428,2101,dense,False,False,False
visual_counterfact_color,59.413940305709836,54.47785555362701,148.5735149908578,random,13b,prospective,visual_counterfact_color_000442,2101,432,True,True,False
visual_counterfact_size,72.27628623247146,68.85091950893403,183.8394380029058,random,13b,prospective,visual_counterfact_size_000171,2101,dense,True,True,False
mmstar,180.60639238715171,174.95511716485026,455.86453400028404,random,13b,prospective,mmstar_001035,2101,dense,False,True,False
mmstar,56.65193302989006,53.954395488500595,142.19438000873197,random,13b,development,mmstar_000009,2101,dense,False,False,False
mmstar,71.04075194120406,63.51904664993286,158.55429500516038,random,13b,prospective,mmstar_000741,2101,dense,False,False,False
pope_adversarial,59.33412723064423,64.62041260242462,148.5516950051533,random,13b,development,pope_adversarial_000434,2101,432,False,False,False
visual_counterfact_color,59.80132814884186,72.44812532186508,170.71153099823277,random,13b,development,visual_counterfact_color_000093,2101,432,True,True,False
pope_popular,56.12667798519134,56.57802600860596,138.47571799124125,random,13b,development,pope_popular_000351,2101,432,False,True,False
visual_counterfact_size,63.8727444934845,64.95010227918624,159.98177000437863,random,13b,development,visual_counterfact_size_000100,2101,dense,True,True,False
visual_counterfact_size,86.65190056800841,88.18716485023498,208.89587499550544,random,13b,prospective,visual_counterfact_size_000155,2101,dense,True,True,False
visual_counterfact_size,67.55457386255264,70.32737025022507,164.1314680018695,random,13b,development,visual_counterfact_size_000233,2101,dense,True,True,False
mmstar,63.304022897481914,63.4661107468605,152.8075020032702,random,13b,prospective,mmstar_000797,2101,dense,False,False,False
visual_counterfact_color,52.04094515681267,57.846189947128295,139.38864799274597,random,13b,development,visual_counterfact_color_000255,2101,432,True,True,False
mmstar,48.71158507823944,62.42773598194122,150.42330700089224,random,13b,development,mmstar_000832,2101,dense,False,False,False
visual_counterfact_size,69.89203280210495,85.52674575567245,209.8728450073395,random,13b,prospective,visual_counterfact_size_000033,2101,dense,True,True,False
visual_counterfact_size,64.47988110542298,123.82931659221649,414.2535340070026,random,13b,development,visual_counterfact_size_000518,2101,dense,True,True,False
pope_random,51.233732290267945,28.83168407201767,140.0218620110536,random,13b,prospective,pope_random_001814,2101,432,True,True,False
visual_counterfact_size,78.79028105258942,48.99377951145172,218.75786400050856,random,13b,development,visual_counterfact_size_000361,2101,dense,True,True,False
mmstar,58.24340343475342,38.13490955710411,138.24010999815073,random,13b,development,mmstar_000686,2101,dense,False,False,False
visual_counterfact_size,69.558580275774,49.018497890233995,158.53640499699395,random,13b,prospective,visual_counterfact_size_000540,2101,dense,True,True,False
pope_popular,59.08029414772987,47.09776278734207,143.0264009977691,random,13b,prospective,pope_popular_000960,2101,432,True,True,False
visual_counterfact_color,56.65807703971863,50.309434444904326,139.43426799960434,random,13b,prospective,visual_counterfact_color_000186,2101,432,True,True,False
visual_counterfact_color,68.21115702629089,65.78293943285942,171.81385999720078,random,13b,prospective,visual_counterfact_color_000055,2101,432,True,True,False
mmstar,56.06362132072448,58.95568144083023,148.68172399292234,random,13b,prospective,mmstar_001350,2101,dense,False,True,False
visual_counterfact_size,99.13556769490242,72.02408645868302,182.32154300494585,random,13b,development,visual_counterfact_size_000676,2101,dense,True,True,False
visual_counterfact_color,75.95330173373222,66.85951169371604,174.91661800886504,random,13b,prospective,visual_counterfact_color_000107,2101,432,True,True,False
pope_popular,84.6208193039894,50.251466495990755,144.18999999179505,random,13b,development,pope_popular_000407,2101,432,False,True,False
visual_counterfact_color,68.09614023923874,47.79126160860062,136.76057499833405,random,13b,development,visual_counterfact_color_000133,2101,432,True,True,False
pope_adversarial,62.69118680477142,48.247674715518954,140.80207400547806,random,13b,development,pope_adversarial_000551,2101,432,False,True,False
pope_random,53.12403378725051,51.79387553095818,183.17210501118097,random,13b,prospective,pope_random_002370,2101,432,True,True,False
pope_random,51.045735120773315,40.02876639604568,138.42854800168425,random,13b,prospective,pope_random_001872,2101,432,True,True,False
visual_counterfact_size,65.04064146876335,49.761666254997245,162.52848399744835,random,13b,development,visual_counterfact_size_000254,2101,dense,False,False,False
visual_counterfact_color,67.32157556533814,48.9155471086502,149.78598299785517,random,13b,development,visual_counterfact_color_000323,2101,432,True,True,False
mmstar,67.02315704345703,44.96792308688164,138.63591600966174,random,13b,prospective,mmstar_001326,2101,432,False,False,False
visual_counterfact_size,83.20537492871284,54.492122485637665,157.29722699325066,random,13b,development,visual_counterfact_size_000421,2101,dense,True,True,False
pope_adversarial,58.81568024039268,55.98891169428825,145.85618299315684,random,13b,prospective,pope_adversarial_001254,2101,432,True,True,False
mmstar,61.210881305933,60.686720937490456,142.9824219958391,random,13b,development,mmstar_000548,2101,dense,False,False,False
mmstar,66.1018818449974,73.21164526939393,165.33313599938992,random,13b,prospective,mmstar_000777,2101,dense,False,False,False
pope_random,57.97797184228897,62.44037616252899,142.77347399911378,random,13b,development,pope_random_000404,2101,432,True,True,False
visual_counterfact_color,65.49236073970795,69.78465207576753,159.7608120064251,random,13b,prospective,visual_counterfact_color_000319,2101,432,True,True,False
visual_counterfact_color,64.62991465806961,65.02033385753631,153.69118300441187,random,13b,prospective,visual_counterfact_color_000176,2101,432,True,True,False
visual_counterfact_color,61.87110248684883,60.55265397429466,148.42108699667733,random,13b,development,visual_counterfact_color_000262,2101,432,True,True,False
mmstar,60.43788633823395,58.95693359017372,147.10206098970957,random,13b,development,mmstar_000606,2101,dense,True,True,False
mmstar,173.69382170319557,183.9071820926666,466.2386780109955,random,13b,prospective,mmstar_000613,2101,dense,False,False,False
mmstar,65.42095116734504,59.306109874248506,162.05469900160097,random,13b,prospective,mmstar_000691,2101,dense,False,False,False
visual_counterfact_color,73.25542612552641,65.63685111880302,187.61120999988634,random,13b,development,visual_counterfact_color_000436,2101,432,True,True,False
pope_adversarial,56.24281261324882,48.83194748997688,139.32046901027206,random,13b,prospective,pope_adversarial_001830,2101,432,True,True,False
pope_adversarial,57.63359011173248,61.84447929382325,172.22819599555805,random,13b,prospective,pope_adversarial_001392,2101,432,True,True,False
mmstar,60.41262696266175,50.942738381624224,141.51326699357014,random,13b,prospective,mmstar_000732,2101,dense,True,True,False
pope_random,57.59385432720184,51.1380534350872,141.82402301230468,random,13b,development,pope_random_000047,2101,432,False,True,False
visual_counterfact_size,74.98880788564682,68.37027363657951,189.41969200386666,random,13b,prospective,visual_counterfact_size_000575,2101,dense,True,True,False
mmstar,128.56857062220575,119.14738016247749,323.57170300383586,random,13b,development,mmstar_001034,2101,dense,False,True,False
visual_counterfact_color,61.99089995384216,52.226814613342285,134.25325001298916,random,13b,prospective,visual_counterfact_color_000309,2101,432,True,True,False
visual_counterfact_size,74.09932812809944,146.87362087488174,406.3832249958068,random,13b,development,visual_counterfact_size_000621,2101,dense,True,True,False
mmstar,52.849929150342945,50.930409970283506,145.53092599089723,random,13b,development,mmstar_000168,2101,dense,False,True,False
visual_counterfact_color,54.292340230941775,50.561225370168685,144.21252899046522,random,13b,prospective,visual_counterfact_color_000056,2101,432,True,True,False
pope_popular,48.92188289523124,117.33610541701317,348.77305799454916,random,13b,development,pope_popular_000220,2101,432,True,True,False
pope_random,60.094118238687514,45.49860538482666,137.0306520111626,random,13b,development,pope_random_000243,2101,432,False,True,False
visual_counterfact_color,52.98079922080039,46.81741782426835,137.24095000361558,random,13b,prospective,visual_counterfact_color_000173,2101,432,True,True,False
visual_counterfact_size,61.69583255767822,55.38599441885949,158.35583599982783,random,13b,prospective,visual_counterfact_size_000203,2101,dense,True,True,False
pope_random,55.103362954854965,50.35093091368675,141.56767699751072,random,13b,development,pope_random_000674,2101,432,True,True,False
visual_counterfact_color,57.75044258356095,49.98154250144959,139.75222400040366,random,13b,development,visual_counterfact_color_000409,2101,432,True,True,False
mmstar,310.88128646373747,300.7358448159695,731.4359320007497,random,13b,prospective,mmstar_000979,2101,dense,False,False,False
pope_adversarial,57.841239014863966,58.14744663596153,145.02296099090017,random,13b,development,pope_adversarial_000612,2101,432,True,True,False
visual_counterfact_size,70.44572032451629,76.6080504155159,185.93628700182308,random,13b,development,visual_counterfact_size_000601,2101,dense,True,True,False
pope_adversarial,53.66788061976433,56.034259433746335,135.68214600672945,random,13b,development,pope_adversarial_000658,2101,432,False,False,False
mmstar,54.928280162811284,54.336965315341956,138.1105420005042,random,13b,development,mmstar_000476,2101,dense,False,False,False
pope_popular,58.856746077537544,57.81529348134995,146.7879840056412,random,13b,development,pope_popular_000394,2101,432,True,True,False
visual_counterfact_size,77.46288940429687,73.92981753587722,182.4394629948074,random,13b,development,visual_counterfact_size_000132,2101,dense,True,True,False
visual_counterfact_size,56.57515849471093,56.32058030843735,133.85372499760706,random,13b,development,visual_counterfact_size_000487,2101,dense,True,True,False
mmstar,67.86427036762238,141.34211998581887,360.5114689999027,random,13b,development,mmstar_000118,2101,dense,False,False,False
pope_adversarial,62.57305141091346,50.63726857304573,139.93650198972318,random,13b,development,pope_adversarial_000278,2101,432,True,True,False
pope_adversarial,61.61404895305633,49.97821572303772,137.97451299615204,random,13b,development,pope_adversarial_000179,2101,432,False,True,False
pope_random,59.77345577120781,50.954428963661194,136.7884450010024,random,13b,development,pope_random_000143,2101,432,False,True,False
mmstar,76.94046744823456,66.81165297508241,180.01069698948413,random,13b,development,mmstar_001089,2101,dense,True,True,False
visual_counterfact_color,127.17662961006165,51.190405987501144,136.22185100393835,random,13b,prospective,visual_counterfact_color_000448,2101,432,True,True,False
pope_popular,44.88424078822136,54.602130373716356,138.10822099912912,random,13b,development,pope_popular_000551,2101,432,False,True,False
mmstar,45.94902094483376,61.97755156755448,144.35200800653547,random,13b,development,mmstar_000421,2101,dense,True,True,False
mmstar,44.56867144584656,62.05892914652825,137.276989989914,random,13b,development,mmstar_000222,2101,dense,True,True,False
visual_counterfact_size,62.40915917873383,83.4408744263649,187.0640760025708,random,13b,development,visual_counterfact_size_000345,2101,dense,True,True,False
pope_popular,45.846426830291755,62.600722938776016,142.16760000272188,random,13b,prospective,pope_popular_002124,2101,432,True,True,False
visual_counterfact_size,78.1978733766079,92.0370938050747,211.43706899601966,random,13b,prospective,visual_counterfact_size_000391,2101,dense,False,False,False
pope_random,57.063340483903886,57.83658835411072,138.31214999663644,random,13b,development,pope_random_000311,2101,432,False,True,False
pope_popular,54.975883845090856,57.167232172489165,141.16914999613073,random,13b,development,pope_popular_000660,2101,432,True,True,False
visual_counterfact_size,84.8025351512432,89.83286187887192,224.02855100517627,random,13b,development,visual_counterfact_size_000494,2101,dense,True,True,False
mmstar,59.88493095636368,59.761616649627676,145.91235198895447,random,13b,development,mmstar_001220,2101,dense,False,False,False
mmstar,56.61137644052506,56.424682869911194,135.3386200062232,random,13b,development,mmstar_000144,2101,dense,False,False,False
mmstar,9.38466325521469,10.57893919944763,91.01996899698861,fastv,7b,prospective,mmstar_000291,2102,dense,False,False,False
pope_popular,9.486600918769836,10.490137581825255,90.23159599746577,fastv,7b,prospective,pope_popular_000324,2102,432,True,True,False
mmstar,10.52993749141693,13.859001710414885,90.27428599074483,fastv,7b,development,mmstar_001425,2102,dense,False,True,False
mmstar,10.867575376033782,13.494455864429472,87.71284100657795,fastv,7b,development,mmstar_000021,2102,dense,False,False,False
pope_adversarial,68.3554128921032,19.030124025344843,91.19637700496241,fastv,7b,prospective,pope_adversarial_002400,2102,432,True,True,False
pope_random,14.05891113638878,19.203665714263913,87.48227400064934,fastv,7b,prospective,pope_random_000846,2102,432,False,False,False
pope_adversarial,15.17167671918869,25.434861725568766,90.1274670031853,fastv,7b,development,pope_adversarial_000019,2102,432,False,True,False
pope_random,20.361802757978438,27.02589776396751,88.24258600361645,fastv,7b,prospective,pope_random_001134,2102,432,False,False,False
pope_random,21.91876956939697,31.541546303033826,88.94429900101386,fastv,7b,prospective,pope_random_002347,2102,432,False,True,False
visual_counterfact_size,36.994547088146206,44.290194797515866,116.5283189911861,fastv,7b,development,visual_counterfact_size_000381,2102,dense,True,True,False
visual_counterfact_color,36.35645716428756,43.87057038068772,107.69250900193583,fastv,7b,development,visual_counterfact_color_000344,2102,432,False,False,False
visual_counterfact_size,43.288017280101776,46.81534940242767,114.2644619976636,fastv,7b,development,visual_counterfact_size_000488,2102,dense,True,True,False
visual_counterfact_size,44.96704416871071,45.57391961097717,109.71674899337813,fastv,7b,prospective,visual_counterfact_size_000198,2102,dense,True,True,False
pope_adversarial,46.636286162137985,38.584818664789196,90.97511900472455,fastv,7b,development,pope_adversarial_000558,2102,432,True,True,False
visual_counterfact_color,42.82122601270675,41.71893687129021,97.37715400115121,fastv,7b,prospective,visual_counterfact_color_000363,2102,432,True,True,False
mmstar,39.62927410960197,39.26826914668084,90.598302995204,fastv,7b,development,mmstar_000621,2102,dense,False,True,False
pope_popular,36.10911040663719,39.65343114614487,91.26051599741913,fastv,7b,prospective,pope_popular_000876,2102,432,True,True,False
visual_counterfact_color,105.65857908368112,41.149184207916264,95.14228599437047,fastv,7b,development,visual_counterfact_color_000139,2102,432,True,True,False
visual_counterfact_size,32.272583620548254,50.06063784360886,116.00220500258729,fastv,7b,prospective,visual_counterfact_size_000448,2102,dense,True,True,False
pope_adversarial,27.06727077364922,40.385047075748446,92.69728099752683,fastv,7b,development,pope_adversarial_000748,2102,432,False,False,False
visual_counterfact_size,26.061886271238325,38.36148007392883,88.0648580059642,fastv,7b,development,visual_counterfact_size_000229,2102,dense,False,False,False
visual_counterfact_size,28.43505309939384,40.30883548736573,86.54858299996704,fastv,7b,development,visual_counterfact_size_000194,2102,dense,False,False,False
pope_adversarial,28.5410035610199,42.77915459156036,90.72425100021064,fastv,7b,development,pope_adversarial_000308,2102,432,True,True,False
mmstar,28.80490960240364,44.026913363933566,93.37524400325492,fastv,7b,development,mmstar_001084,2102,dense,False,False,False
visual_counterfact_color,67.94615116119384,100.13112571120263,214.6863759990083,fastv,7b,development,visual_counterfact_color_000492,2102,432,True,True,False
mmstar,30.88383092880249,40.10819077014923,91.62237199780066,fastv,7b,prospective,mmstar_000155,2102,dense,True,True,False
mmstar,32.97046978473663,40.08753678679466,93.24833600840066,fastv,7b,development,mmstar_000067,2102,dense,False,False,False
mmstar,35.297187595367426,41.372275092601775,96.51396199478768,fastv,7b,prospective,mmstar_001025,2102,dense,True,True,False
mmstar,38.15931362390518,38.77716200709343,89.47311399970204,fastv,7b,prospective,mmstar_000567,2102,dense,False,False,False
visual_counterfact_size,62.923317756652835,65.35167776942254,150.67075401020702,fastv,7b,development,visual_counterfact_size_000492,2102,dense,True,True,False
mmstar,57.810404260158535,49.706164643764495,115.15402399527375,fastv,7b,development,mmstar_000368,2102,dense,False,False,False
mmstar,42.314678297042846,42.996557097435,100.98350699990988,fastv,7b,development,mmstar_000735,2102,dense,True,True,False
pope_adversarial,41.297178921699526,37.12519753456116,88.16659699368756,fastv,7b,prospective,pope_adversarial_002623,2102,432,True,True,False
pope_popular,40.98156508922577,39.20181213259697,89.53225299774203,fastv,7b,prospective,pope_popular_002898,2102,432,False,False,False
visual_counterfact_color,50.96956719875336,50.38705099582672,111.151503995643,fastv,7b,prospective,visual_counterfact_color_000233,2102,432,True,True,False
visual_counterfact_color,39.69138222455978,40.67722284436226,86.3158660067711,fastv,7b,development,visual_counterfact_color_000188,2102,432,True,True,False
visual_counterfact_color,43.751355541944505,46.93819275498391,98.49351199227385,fastv,7b,prospective,visual_counterfact_color_000182,2102,432,True,True,False
visual_counterfact_color,34.35791549682617,38.04809173822403,95.23952599556651,fastv,7b,prospective,visual_counterfact_color_000265,2102,432,True,True,False
pope_adversarial,34.88647712469101,35.65179979681969,89.70225200755522,fastv,7b,development,pope_adversarial_000634,2102,432,True,True,False
pope_adversarial,28.78139019012451,34.39162017583847,88.94460900046397,fastv,7b,prospective,pope_adversarial_001014,2102,432,True,True,False
pope_random,40.1293636405468,34.12335507273674,88.60917299170978,fastv,7b,development,pope_random_000001,2102,432,False,True,False
pope_random,25.387402853965764,34.5687486743927,89.86288998858072,fastv,7b,prospective,pope_random_002136,2102,432,True,True,False
mmstar,105.93912985682488,37.48155119419098,97.49005200865213,fastv,7b,development,mmstar_001093,2102,dense,False,False,False
visual_counterfact_color,28.27271737098694,34.585454034805295,89.11461698880885,fastv,7b,development,visual_counterfact_color_000244,2102,432,True,True,False
visual_counterfact_size,39.27162405967712,45.453285427093505,116.67774899979122,fastv,7b,development,visual_counterfact_size_000283,2102,dense,False,False,False
visual_counterfact_size,25.234502601623536,45.81075101852417,116.3839810033096,fastv,7b,prospective,visual_counterfact_size_000310,2102,dense,False,False,False
mmstar,23.193171093463896,35.90005853176117,91.0519680037396,fastv,7b,prospective,mmstar_000384,2102,432,False,False,False
pope_popular,25.204627203941346,37.74750277519226,94.58009200170636,fastv,7b,development,pope_popular_000565,2102,432,False,True,False
mmstar,32.95069434285164,40.66866813540459,102.4411929975031,fastv,7b,prospective,mmstar_000091,2102,dense,False,True,False
visual_counterfact_color,30.108011289834977,34.967464935779574,96.45022299082484,fastv,7b,development,visual_counterfact_color_000472,2102,432,True,True,False
visual_counterfact_color,33.95867758154869,32.0563162624836,88.41909500188194,fastv,7b,development,visual_counterfact_color_000347,2102,432,True,True,False
pope_random,33.32328339457512,27.020703706741333,89.93069900316186,fastv,7b,prospective,pope_random_002928,2102,432,True,True,False
visual_counterfact_color,33.32534856677055,19.54100933074951,87.66251298948191,fastv,7b,development,visual_counterfact_color_000340,2102,432,True,True,False
visual_counterfact_size,36.80921924948693,17.477448737621305,100.58622100041248,fastv,7b,development,visual_counterfact_size_000158,2102,dense,True,True,False
mmstar,30.031485811471935,14.678536072969436,86.07864800433163,fastv,7b,development,mmstar_001349,2102,432,False,False,False
mmstar,29.554651644229885,14.655638880729674,95.50211300665978,fastv,7b,prospective,mmstar_001061,2102,dense,False,False,False
